Date,Market,Component,Delmo,Segment,Price
20170802,PJM,WESTRT,20171201,opPrice,26.1218061
20170803,PJM,WESTRT,20171201,pkPrice,35.937906
20170803,PJM,WESTRT,20171201,opPrice,26.1138331
20170804,PJM,WESTRT,20171201,pkPrice,35.798926
20170804,PJM,WESTRT,20171201,opPrice,26.0944784
20170807,PJM,WESTRT,20171201,pkPrice,35.78711
20170807,PJM,WESTRT,20171201,opPrice,26.0791554
20170808,PJM,WESTRT,20171201,pkPrice,35.86004
20170808,PJM,WESTRT,20171201,opPrice,25.8863004
20170809,PJM,WESTRT,20171201,pkPrice,36.219186
20170809,PJM,WESTRT,20171201,opPrice,26.1612999
20170810,PJM,WESTRT,20171201,pkPrice,36.455072
20170810,PJM,WESTRT,20171201,opPrice,26.1863004
20170811,PJM,WESTRT,20171201,pkPrice,36.361559
20170811,PJM,WESTRT,20171201,opPrice,26.0862999
20170814,PJM,WESTRT,20171201,pkPrice,36.024483
20170814,PJM,WESTRT,20171201,opPrice,26.1363001
20170815,PJM,WESTRT,20171201,pkPrice,35.976783
20170815,PJM,WESTRT,20171201,opPrice,26.1613002
20170816,PJM,WESTRT,20171201,pkPrice,35.732953
20170816,PJM,WESTRT,20171201,opPrice,26.0488004
20170817,PJM,WESTRT,20171201,pkPrice,35.902859
20170817,PJM,WESTRT,20171201,opPrice,26.0613003
20170818,PJM,WESTRT,20171201,pkPrice,35.826233
20170818,PJM,WESTRT,20171201,opPrice,25.9363003
20170821,PJM,WESTRT,20171201,pkPrice,35.978689
20170821,PJM,WESTRT,20171201,opPrice,26.0363002
20170822,PJM,WESTRT,20171201,pkPrice,35.809673
20170822,PJM,WESTRT,20171201,opPrice,26.0113003
20170823,PJM,WESTRT,20171201,pkPrice,35.674794
20170823,PJM,WESTRT,20171201,opPrice,26.0488003
20170824,PJM,WESTRT,20171201,pkPrice,36.252
20170824,PJM,WESTRT,20171201,opPrice,25.9988
20170825,PJM,WESTRT,20171201,pkPrice,35.977
20170825,PJM,WESTRT,20171201,opPrice,25.9113003
20170828,PJM,WESTRT,20171201,pkPrice,35.977
20170828,PJM,WESTRT,20171201,opPrice,25.9113003
20170829,PJM,WESTRT,20171201,pkPrice,35.977
20170829,PJM,WESTRT,20171201,opPrice,25.9113003
20170830,PJM,WESTRT,20171201,pkPrice,35.9389
20170830,PJM,WESTRT,20171201,opPrice,25.9454001
20170831,PJM,WESTRT,20171201,pkPrice,36.3139
20170831,PJM,WESTRT,20171201,opPrice,26.1078997
20170901,PJM,WESTRT,20171201,pkPrice,36.1889
20170901,PJM,WESTRT,20171201,opPrice,25.9578998
20170904,PJM,WESTRT,20171201,pkPrice,36.1889
20170904,PJM,WESTRT,20171201,opPrice,25.9578998
20170905,PJM,WESTRT,20171201,pkPrice,35.8639
20170905,PJM,WESTRT,20171201,opPrice,25.9953999
20170906,PJM,WESTRT,20171201,pkPrice,35.8139
20170906,PJM,WESTRT,20171201,opPrice,26.0079
20170907,PJM,WESTRT,20171201,pkPrice,35.3889
20170907,PJM,WESTRT,20171201,opPrice,25.8704004
20170908,PJM,WESTRT,20171201,pkPrice,35.1514
20170908,PJM,WESTRT,20171201,opPrice,25.7579002
20170911,PJM,WESTRT,20171201,pkPrice,35.3889
20170911,PJM,WESTRT,20171201,opPrice,26.0578999
20170912,PJM,WESTRT,20171201,pkPrice,35.4889
20170912,PJM,WESTRT,20171201,opPrice,26.1078999
20170913,PJM,WESTRT,20171201,pkPrice,35.8889
20170913,PJM,WESTRT,20171201,opPrice,26.1704003
20170914,PJM,WESTRT,20171201,pkPrice,35.9014
20170914,PJM,WESTRT,20171201,opPrice,26.1954002
20170915,PJM,WESTRT,20171201,pkPrice,35.7764
20170915,PJM,WESTRT,20171201,opPrice,26.1953999
20170918,PJM,WESTRT,20171201,pkPrice,36.3264
20170918,PJM,WESTRT,20171201,opPrice,26.4829
20170919,PJM,WESTRT,20171201,pkPrice,36.1639
20170919,PJM,WESTRT,20171201,opPrice,26.4829002
20170920,PJM,WESTRT,20171201,pkPrice,36.2139
20170920,PJM,WESTRT,20171201,opPrice,26.3328999
20170921,PJM,WESTRT,20171201,pkPrice,35.8514
20170921,PJM,WESTRT,20171201,opPrice,26.2954002
20170922,PJM,WESTRT,20171201,pkPrice,36.1889
20170922,PJM,WESTRT,20171201,opPrice,26.2954
20170925,PJM,WESTRT,20171201,pkPrice,36.2014
20170925,PJM,WESTRT,20171201,opPrice,26.3954
20170926,PJM,WESTRT,20171201,pkPrice,36.2639
20170926,PJM,WESTRT,20171201,opPrice,26.3953998
20170927,PJM,WESTRT,20171201,pkPrice,34.6764
20170927,PJM,WESTRT,20171201,opPrice,26.6578997
20170928,PJM,WESTRT,20171201,pkPrice,34.4382
20170928,PJM,WESTRT,20171201,opPrice,26.7411994
20170929,PJM,WESTRT,20171201,pkPrice,34.2382
20170929,PJM,WESTRT,20171201,opPrice,26.7495002
20171002,PJM,WESTRT,20171201,pkPrice,34.059033
20171002,PJM,WESTRT,20171201,opPrice,26.782866
20171003,PJM,WESTRT,20171201,pkPrice,34.192366
20171003,PJM,WESTRT,20171201,opPrice,26.8745328
20171004,PJM,WESTRT,20171201,pkPrice,34.342366
20171004,PJM,WESTRT,20171201,opPrice,27.1328657
20171005,PJM,WESTRT,20171201,pkPrice,34.3257
20171005,PJM,WESTRT,20171201,opPrice,27.182866
20171006,PJM,WESTRT,20171201,pkPrice,34.234033
20171006,PJM,WESTRT,20171201,opPrice,27.199533
20171009,PJM,WESTRT,20171201,pkPrice,34.234033
20171009,PJM,WESTRT,20171201,opPrice,27.199533
20171010,PJM,WESTRT,20171201,pkPrice,34.484033
20171010,PJM,WESTRT,20171201,opPrice,27.2328661
20171011,PJM,WESTRT,20171201,pkPrice,34.4507
20171011,PJM,WESTRT,20171201,opPrice,27.4911998
20171012,PJM,WESTRT,20171201,pkPrice,34.967366
20171012,PJM,WESTRT,20171201,opPrice,27.7578659
20171013,PJM,WESTRT,20171201,pkPrice,35.017366
20171013,PJM,WESTRT,20171201,opPrice,27.8661998
20171016,PJM,WESTRT,20171201,pkPrice,34.834033
20171016,PJM,WESTRT,20171201,opPrice,27.6995329
20171017,PJM,WESTRT,20171201,pkPrice,34.7757
20171017,PJM,WESTRT,20171201,opPrice,27.6995329
20171018,PJM,WESTRT,20171201,pkPrice,34.2257
20171018,PJM,WESTRT,20171201,opPrice,27.5495328
20171019,PJM,WESTRT,20171201,pkPrice,34.217366
20171019,PJM,WESTRT,20171201,opPrice,27.4995328
20171020,PJM,WESTRT,20171201,pkPrice,34.342366
20171020,PJM,WESTRT,20171201,opPrice,27.5745326
20171023,PJM,WESTRT,20171201,pkPrice,34.509033
20171023,PJM,WESTRT,20171201,opPrice,27.7161998
20171024,PJM,WESTRT,20171201,pkPrice,34.359033
20171024,PJM,WESTRT,20171201,opPrice,27.5495328
20171025,PJM,WESTRT,20171201,pkPrice,34.1257
20171025,PJM,WESTRT,20171201,opPrice,27.4161997
20171026,PJM,WESTRT,20171201,pkPrice,33.9007
20171026,PJM,WESTRT,20171201,opPrice,27.3449496
20171027,PJM,WESTRT,20171201,pkPrice,33.1507
20171027,PJM,WESTRT,20171201,opPrice,27.074533
20171030,PJM,WESTRT,20171201,pkPrice,33.317366
20171030,PJM,WESTRT,20171201,opPrice,27.0745325
20171031,PJM,WESTRT,20171201,pkPrice,32.984
20171031,PJM,WESTRT,20171201,opPrice,26.9536999
20171101,PJM,WESTRT,20171201,pkPrice,33.509033
20171101,PJM,WESTRT,20171201,opPrice,26.9828663
20171102,PJM,WESTRT,20171201,pkPrice,33.742366
20171102,PJM,WESTRT,20171201,opPrice,27.2662001
20171103,PJM,WESTRT,20171201,pkPrice,34.267366
20171103,PJM,WESTRT,20171201,opPrice,27.5328662
20171106,PJM,WESTRT,20171201,pkPrice,35.1132
20171106,PJM,WESTRT,20171201,opPrice,28.2662004
20171107,PJM,WESTRT,20171201,pkPrice,35.234033
20171107,PJM,WESTRT,20171201,opPrice,28.282866
20171108,PJM,WESTRT,20171201,pkPrice,34.759033
20171108,PJM,WESTRT,20171201,opPrice,28.0578663
20171109,PJM,WESTRT,20171201,pkPrice,34.7257
20171109,PJM,WESTRT,20171201,opPrice,27.9495332
20171110,PJM,WESTRT,20171201,pkPrice,33.967366
20171110,PJM,WESTRT,20171201,opPrice,27.6745334
20171113,PJM,WESTRT,20171201,pkPrice,33.0257
20171113,PJM,WESTRT,20171201,opPrice,27.4662002
20171114,PJM,WESTRT,20171201,pkPrice,32.542366
20171114,PJM,WESTRT,20171201,opPrice,27.2245324
20170403,PJM,WESTRT,20180101,pkPrice,42.391649
20170403,PJM,WESTRT,20180101,opPrice,34.2316048
20170404,PJM,WESTRT,20180101,pkPrice,42.820415
20170404,PJM,WESTRT,20180101,opPrice,34.5720561
20170405,PJM,WESTRT,20180101,pkPrice,42.784542
20170405,PJM,WESTRT,20180101,opPrice,34.6226083
20170406,PJM,WESTRT,20180101,pkPrice,42.980992
20170406,PJM,WESTRT,20180101,opPrice,34.7487872
20170407,PJM,WESTRT,20180101,pkPrice,42.689508
20170407,PJM,WESTRT,20180101,opPrice,34.6480858
20170410,PJM,WESTRT,20180101,pkPrice,42.642002
20170410,PJM,WESTRT,20180101,opPrice,34.4591519
20170411,PJM,WESTRT,20180101,pkPrice,41.958913
20170411,PJM,WESTRT,20180101,opPrice,34.2197977
20170412,PJM,WESTRT,20180101,pkPrice,42.241342
20170412,PJM,WESTRT,20180101,opPrice,34.131021
20170413,PJM,WESTRT,20180101,pkPrice,42.218186
20170413,PJM,WESTRT,20180101,opPrice,34.2067819
20170414,PJM,WESTRT,20180101,pkPrice,42.218186
20170414,PJM,WESTRT,20180101,opPrice,34.2067819
20170417,PJM,WESTRT,20180101,pkPrice,42.09685
20170417,PJM,WESTRT,20180101,opPrice,33.5249019
20170418,PJM,WESTRT,20180101,pkPrice,42.073723
20170418,PJM,WESTRT,20180101,opPrice,34.1818391
20170419,PJM,WESTRT,20180101,pkPrice,42.27074
20170419,PJM,WESTRT,20180101,opPrice,34.3717238
20170420,PJM,WESTRT,20180101,pkPrice,42.235351
20170420,PJM,WESTRT,20180101,opPrice,34.2079948
20170421,PJM,WESTRT,20180101,pkPrice,42.150599
20170421,PJM,WESTRT,20180101,opPrice,34.1955245
20170424,PJM,WESTRT,20180101,pkPrice,42.103018
20170424,PJM,WESTRT,20180101,opPrice,34.1956589
20170425,PJM,WESTRT,20180101,pkPrice,42.116456
20170425,PJM,WESTRT,20180101,opPrice,34.3218435
20170426,PJM,WESTRT,20180101,pkPrice,42.232018
20170426,PJM,WESTRT,20180101,opPrice,33.499128
20170427,PJM,WESTRT,20180101,pkPrice,42.2211
20170427,PJM,WESTRT,20180101,opPrice,33.4993
20170428,PJM,WESTRT,20180101,pkPrice,42.378931
20170428,PJM,WESTRT,20180101,opPrice,33.6106248
20170501,PJM,WESTRT,20180101,pkPrice,42.040516
20170501,PJM,WESTRT,20180101,opPrice,33.4995729
20170502,PJM,WESTRT,20180101,pkPrice,42.285821
20170502,PJM,WESTRT,20180101,opPrice,33.7140003
20170503,PJM,WESTRT,20180101,pkPrice,42.384702
20170503,PJM,WESTRT,20180101,opPrice,33.7645592
20170504,PJM,WESTRT,20180101,pkPrice,42.398123
20170504,PJM,WESTRT,20180101,opPrice,33.6253579
20170505,PJM,WESTRT,20180101,pkPrice,42.765498
20170505,PJM,WESTRT,20180101,opPrice,33.9665215
20170508,PJM,WESTRT,20180101,pkPrice,42.20057
20170508,PJM,WESTRT,20180101,opPrice,33.9991911
20170509,PJM,WESTRT,20180101,pkPrice,42.58426
20170509,PJM,WESTRT,20180101,opPrice,34.0165431
20170510,PJM,WESTRT,20180101,pkPrice,42.805233
20170510,PJM,WESTRT,20180101,opPrice,34.1175271
20170511,PJM,WESTRT,20180101,pkPrice,42.916328
20170511,PJM,WESTRT,20180101,opPrice,34.1680899
20170512,PJM,WESTRT,20180101,pkPrice,42.978572
20170512,PJM,WESTRT,20180101,opPrice,34.1934411
20170515,PJM,WESTRT,20180101,pkPrice,42.637971
20170515,PJM,WESTRT,20180101,opPrice,34.1179471
20170516,PJM,WESTRT,20180101,pkPrice,42.321212
20170516,PJM,WESTRT,20180101,opPrice,33.8281523
20170517,PJM,WESTRT,20180101,pkPrice,44.44858
20170517,PJM,WESTRT,20180101,opPrice,33.8661097
20170518,PJM,WESTRT,20180101,pkPrice,44.486394
20170518,PJM,WESTRT,20180101,opPrice,33.8914608
20170519,PJM,WESTRT,20180101,pkPrice,44.695157
20170519,PJM,WESTRT,20180101,opPrice,33.8915988
20170522,PJM,WESTRT,20180101,pkPrice,44.98942
20170522,PJM,WESTRT,20180101,opPrice,34.0556178
20170523,PJM,WESTRT,20180101,pkPrice,44.904577
20170523,PJM,WESTRT,20180101,opPrice,33.9927271
